Comments,Label
Sabse dimagdar character rabel ka tha,NCA
I think Rabel should win,NCA
Help me find the time when kashaf and Bilal cutoo fight and kashaf says &quot;ye bara admi hai&quot; I&#39;ve been finding it but I can&#39;t find it??????????????????,NCA
Thanku everyone for your support ??,NCA
begairt,CA
Dania is to good she is kind heart???,NCA
Full scripted,NCA
I love dania,NCA
Sab se best dania baji??,NCA
Abhia,NCA
Shokhiya,NCA
Ya Kya hai,NCA
Support Dania love u ??,NCA
Dania love u fikr Matt Karna Mai tere sath hu,NCA
Abiha dania kashaf rubaisa sidra rabil  yeh sab game show aisay chalega  ma  team champion ma thay or abiha ma ek season Instagramer  ko represents  kia,NCA
Kashf ka dill saaaf ha,NCA
Laloooo??????,NCA
Love you abiha???????,NCA
"Dania is super cool, strong, entertaining and khubsurat as well ??",NCA
Rabail ne jo daniya.keliye kaha wo bilkul sahi nahi tha ye bohat ghatia baat hai,NCA
Amir Ki pent otr Rahi ha deli I ha,NCA
Dania is to good,NCA
Dhanya to love hy yr,NCA
Rabail zyda knjti ha kisi knjro k khndan se ha taxi,CA
Ye show daniya ko jeetna chaiye daniya is the best girl i like it.,NCA
Dania said ka  rizk zaya n kro,NCA
Bus ek banda sahi hai cute sa boy hai jo... Baki sab animals,NCA
Rabel to kisi pakistan k don ki beyi lagti hai,NCA
Yaya,NCA
Sahi me apne baap ki nhi he tu,NCA
Rabil zarur sharab piti hogi,NCA
Abeeha is very beautiful love you,NCA
Habiya is the best actor,NCA
Dania Rubaisha Kashaf is best,NCA
Dania is best.,NCA
Most funniest moment in 12 15,NCA
Rabail amir k sath ghusi hoi hai k amir usay tang na kray,NCA
54;<br>24 tabhi korangi me gshow khel rahi he,NCA
Abiha batmij ha,NCA
Daniya deserves to win,NCA
Rabail us too much,NCA
Good manners Rabail,NCA
Rabail mogy achay lagi,NCA
Rabail is good good,NCA
Rabel is good,NCA
Kashaf is rude,NCA
Daniya didn&#39;t deserve trofi becz she is gold digger,NCA
Daniya nd rabail is deserving,NCA
Abiha is so cute,NCA
rabael muslim hai phir uske hath par teto hai muslim kabhi  bhi teto nhi banwata aur din ki bat karahi he,NCA
Just Like That We locked Up Dogs And Bitches In A House For 10Kg Bird Meat ??????,NCA
Abiha rabail Bilal yahya amir all content are very good,NCA
Yar ye yahya kamal ka larka hai,NCA
bitches,CA
Rabial is laying,NCA
When u order bigg boss from daraz ????,NCA
Dania is too good,NCA
Amir or abiha rabail sy dar rhy thy,NCA
Amir handi ka chamcha hai,NCA
Sab sy ghatia rabail hai,CA
Yahya Drame Bazz,NCA
Abiha is too ...........??????,NCA
Syeda Abeeha Naqvi is really great personality ??,NCA
Rabail is really nice when checking temperature of Abeeha Naqvi,NCA
Amir and Kashaf cheekh ????????,NCA
Sabse zyada ghatiya or jahil abiha or Amir ha,CA
Yar yahya to buhut kharab bnda wo ghalt kam krny pr majboor krta ha,NCA
Daniya is my fvrt ????????????,NCA
Yah ya KO nhi rehna chaiye,NCA
sab bhot tambadteez hain bhot,NCA
Rabail such mein apne baap ki nhi h,CA
Amir jo tum aurton k kapre pharol rhe ho<br>Jo andar se b** nikle h na woh tu pehn le<br>Khusree,CA
Sasta big boss,NCA
Kashaf chal bay lalo andar jaa??????????,NCA
Lereb  abiha churail,NCA
Dania and Abiha my Favourites.,NCA
i love you dania she is so good,NCA
Sasta version of Bigg Boss??,NCA
End kardiya abiha ne end me jeoo,NCA
Sab sa behaya or bad ihklak rabeil h??,NCA
Dunya ko kya dikha rahe ho zaka sahab dunya kya soch rahi hogi ke pak ke girls aesi he,NCA
Abiha Derti hai rabil sy,NCA
Ye Amir or abiha jo kr rahi ho ye hai nishani in k losser hony ki,NCA
Ajeb hai girls k kapry uta I pank taha hai private chezy b ho sakti hai,NCA
Kashaf is so beautiful and cute,NCA
Acha abiha ha tu achi lekin jab ise koi power milti ha tu ye attitude ma aa jati ha,NCA
Kashaf haste kaisa hai ????,NCA
Rabail is my Love ????,NCA
41.33 pe kisi ne kuch notice kiya,NCA
Rebel ke Rang Dekho hahahahahahhahahahahahhahahahahahhqh,NCA
Aamir Aamir and and Abiha very bad,NCA
Ohhh my god ?????? itni larai,NCA
Dania deserve s to be a champion ??,NCA
Dania thinking is so Islamic sides she says &quot;risk zaya nahi hona chahiya&quot; and &quot;janammaz ko mat pakon &quot;,NCA
harami,NCA
????? ???? ?????? ?? ?? ????????????????,NCA
Yaar rabail kis mitti ki bani hai itna bharam deti hai aisa lagta hai show uska baap chala raha hai ??????????????????????????????????????????????????????????????????,CA
Dania bhtttt achi hai yaaaar.... Usko jeetna chahiye tha khair hai yeee hm sb k dil jeet chuki hai....,NCA
Wakar tho chain ki nindh le Raha hoga ??,NCA
Rabiya,NCA
Yrr in logon me ek baat badi acchi hai ki rizq zaya nahin Karna.,NCA
Aamir syaal aur kashaf too bakchod .,CA
Abiha naak saaf karo????????,NCA
Abiha sirf footage kha rahi ha,NCA
Rabail my fevrt love u rabail bohot achy jawab diye sub ko mou tor jawab deti hu sub ki baja k rakhti ho wah wah,NCA
????  ka blazer Nazar ha Ray ha,NCA
comaedy likn galyan yai bhot galt,NCA
Taniya achi ha,NCA
Daramay baz to babil or Amir ha,NCA
Rabil jab apny bola usky maa bap pay bi ap gahi ho to vo bi gahi,NCA
Is game my bi rabil bikar ha,NCA
Rabil apny ukat my raho yaya ko khuda nay banya ha apny nahi rabil,NCA
Daniyal champion hai.,NCA
3rd class Rabail,NCA
Dania wo hy jis ky bary mn waqar ny kahaa keh ak mera bnda hy??... Rabail I really like you...same iske trah mery pas ak friend hy... Dania My most favorite character ????????,NCA
Dania is too consious about Islam and she ks calm and nyc girl abiha and rabail r also good but kashaf is too much badtamiz,CA
Sary k sary jungli hn ye,CA
is ma sa danaya  ore bilal acha ha,NCA
Sasta big boss????,NCA
Rabail best haiii.  !!!! Caring loving and best in game she deserved the title pf champion,NCA
Abiha fattu,CA
Fattu dono hai,CA
Taniya so cute,NCA
Hahahahhahahahahahahhahahahaahahahahahahahahahahahahahahhahhah,NCA
kitna zaya kerhe hen ye log rizk waqar ko chiye ke inhe ye kerne ki punishment mile,NCA
Abuja legal ha,NCA
I love ?????? rabail,NCA
Amir kam az kam pent to oper kar lete,NCA
what the fuc,CA
bhan chod show,NCA
Daniel deserves to be a champion,NCA
Kashaf dil ke achi hai,NCA
aba halka bollo,NCA
Daniya is the classiest girl in the house.,NCA
Laraib  churail,CA
Amier our abieha to kabiel he ni gar k,NCA
I think the best champion is Dania and yayha????????,NCA
Only Dania is nice and others are double sided,NCA
Abiha is my favourite ??,NCA
Cutoo is innocent,NCA
Rabel is op,NCA
Kashaf so funny entertainment yaar <br>I love her attitude ??,NCA
Amir sial is so badtameez jahil,NCA
Daniya.. ????,NCA
He will have you are my phone,NCA
pakistani best shoow ????,NCA
cutu to darta h shaid,NCA
abeeha so cute ksm sy kmal kr diya yar,NCA
Abiha shehzadi ha,NCA
Hahaha itne cameras lgy hn or phir esi harkat yahya,NCA
Daniya &amp; Bilal should win the show clearly,NCA
the only decent person in this show is dania,NCA
abiha is such weirdo she even take an L lamao,CA
rabail ka size dekho tande paani me kari ho nai sakte logu de larayu ki bate krti he madam,NCA
kashaf is funny af,NCA
Home For Peculiar People ??,NCA
????????????,NCA
Bilal a cha ha,NCA
Love you abiha,NCA
Amir bahi buhat funny hai,NCA
Siriusly daniya is real Tom boy ????,NCA
Abiha is so boring,NCA
Rabil gooood,NCA
ghatiya log,CA
??????????????,NCA
Dania is a boy,NCA
Daniya,NCA
Yar rabail is actually so caring....gussy me jldi aajati hai tu kya ha she is actually pure??,NCA
Laluuuuuu hahahahahhaah,NCA
Allah pak aisy logo ko zuban dy hi na,NCA
Ghatia show ghatia log or ghatia zuban,NCA
Maa bap kya hoty ap logo ko pata hi nai,NCA
O lantio maa bap ko aam cheez bna dia,CA
Daniya  i wish that you and rabail wins this game <br>and i also love you daniya and ravail...,NCA
rabail is caring,NCA
888 914 667,NCA
888 914 667,NCA
Yaar Amir Daniya kko tu kuch khany do Yaar,NCA
"Yaar Amir super ..... sahii jaa rhy ho <a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=892"">14:52</a>",NCA
Yahyah what type of attitude...abhiha doing good,NCA
Yaar Abiha ka Yahya ke saath attitude bohat bura tha. Thoray hosh ke nakhun lo Abiha,NCA
Yr apny bh kiisi k bola jbh to wo apky maaa bap p gya personal najao apny q kha ma bap k nahoski Meri Kya hogi ajeeb??? Majbori ki cheez hoti h,NCA
Dania best,NCA
Yahya acha hota abeha k samny e change kr laita,NCA
Dania,NCA
Ghatya hai ye TV show.......,CA
Dania is so deserving of this game ????????????,NCA
Madiha,NCA
Dania is the best like for her,NCA
Legends are watching in 2021??????????????????????,NCA
Love you Abiyaa,NCA
Mere. babu Nu Bukhar Aa Gaya ????,NCA
Meri vali ko kyu bahar kya ??????????<br>Bahar bahar darwaje par jake khadi ho jati h meri gudiya,NCA
Rabial ko rehna chahye,NCA
Show Sirf rabail ka hai ku k rabail 2500 le kr sub k sath night spent krti hai,NCA
Daniya ke liye ek like..??????????,NCA
good rabel,NCA
rabail is a well mannered girl??,NCA
Amir ko larkana me pakar ke Maro,NCA
Rabail bht backbiting krti hy,NCA
Abiha overacting,NCA
Abhiha just love your sudden change  and the role u pLayed after that,NCA
Amir&#39;s acting = Sensational??,NCA
Matlab kuch bhi ??,NCA
Amir barway,CA
Daniaaa,NCA
daniaaa sb sy achii hain baqi sari tw jaheel hain ksii ko bhi tameez nhii hain prhi likhi jaheel hain awara lrkiaa allah hidayat den amewn,CA
Rabail izat ke laik hi nhi bht ghatia he,CA
Rabal,NCA
"kya show hai , Koi b mohalle ke logo ko laake show Bana rahe ??????",NCA
Khud ma bab ka nm liya rubel jb usko bole to mirchi ho gai wao bhi kya chalak ladki he rubel ????????,NCA
Ye hai SASTA BIG BOSS Season 00000.....,NCA
Rubel ka ti sakal hi fhaltu  he bt to Or v kharab hai,NCA
Khud chila raha hai ladki ko bl rha he fir blta he ladki ko izzat krta hun,NCA
Rabel,NCA
Rabel best contestant,NCA
19:5  dilog is so funnyyy meri jan mera dil,NCA
Ye show ni serf zlalat hy or es me harny walon k mazy jetny walon ki shamat had hy yar,NCA
Sab k sab jahil or wqar sabsy bara jahil hy bigg bos ki copy kr rha hy or in 4 chotiyon ko sambhal ni sakta,CA
Amir&#39;s behavior is so bad..????,NCA
Moti hr kisi sa ladai kar ti rahty hay,NCA
abeha bohtt achi lrki ha i like itt,NCA
abeha veri nice,NCA
Mera dil to chah raha ha ke Amir ko kheench ke chanta lagao,NCA
Yahyah hai dramy baaz,NCA
Nice ??,NCA
Rabail is sooo mad ??,NCA
Champions season 2,NCA
Yaya saccha hai rubaisha dramebaaz pagli,NCA
????????me with my siblings,NCA
Bilal milna??,NCA
Kashaf is amazing ??????????????,NCA
Mazay Aya ha yar both,NCA
I salute to camera man<br>Hahahahahaa,NCA
Abiha is very bad girl,NCA
My name is Daniya....,NCA
I like you rabail,NCA
Q kebte hain log rabail bori hai rabail tu bohut achi hai or khubsurat bhi hai,NCA
Rabil kisi ka  ma baba ko ausa nahi kahta qp ka bi tu ma baba hain ap ka andar bas attitude hai   ap namaz  ya quran parhain tu ap ko pata hala zindigi ma ap namaz quran ka sata hala ga tu or ap galiuan nikalti hain is ki waja sa ap ka itana vona ho gai hain ok ap logon ka sata  raham dil hoin gi tu wo bi ap ka sata raham dil hoin ga ok ham bi do bahan hain or hamara ma baba na haman ameron ki  terhain rahah hai batiyan rehmqt hoti hain ok meri jan,NCA
Dania ka sath galta kiyaa yrr ?? please uska sath asa mat karo,NCA
Ye Muslims hn...???...?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NCA
rabail is best,NCA
Rebal ne tattoo karwaya hua wo namaz nhii parh sakhti,NCA
43 :56 pe Kum se Kum camera man ko to hide Kar lete Baki sab badia show mast hai,NCA
Dania is best and rabail is deserving like a queen,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2490"">41:30</a> dakho",NCA
Mera to dykh k sr ko dard ho raha tha.,NCA
Amir Siyal tum kaha sa ai  battamiz,NCA
Of yaya itna battamiz  rabil ko nokar bana Liya,NCA
Dania. Is so amazing.. Love you yar..kash Ap winer hote ...mere hesab se aphi winner hain..,NCA
Good amir abiha,NCA
I think Daniya and abiha are friends,NCA
I like daniya abiha rabail and rubaisha,NCA
Amir zindabad.... jiyo larkana waroooo,NCA
Rebel Sacchi hai,NCA
Yaya ko Allah tabaaaa karey,NCA
Rabail and  AMIR sham on you,NCA
AMIR,NCA
I love Kashif I&#39;m tok tok I&#39;d yaseen khokhar 229riplai please please,NCA
Daniya is very strong girl mujy to wo bohat achi lgti h ap hi jeet gi daniya,NCA
Daniya ??<br>A big salute to you ??,NCA
Yaya ko Bhar Nikal do,NCA
Sir nikaalo inko,NCA
Look like rowdies ??????,NCA
Just wanted to say that??<br><br><br><br><br>R.I.P HEADPHONE USERS,NCA
Rabail??,NCA
Kashaf mote is shoo ki sab say jahil larkin the waqar ki salakshan b LL hay,CA
Bilal sirf dekh raha hai,NCA
35 kg ki kashaf hai,NCA
Daniya sub sa tameez ki ha,NCA
Is this a Pakistani version of big boss ?,NCA
Bilal kisi ko kuch nahi kehta,NCA
Yaar kashaf ko dekho sand moti laugh kese karti hai,NCA
Mashallah amir ye umeed nahi thi,NCA
Pehle sirf larai ki ab maar pitai,NCA
Game show Acha hai,NCA
Kya ghatiya show hai,NCA
Ye rabail sb sy bari chenal ort lag this hy,NCA
Like you ayer rabil,NCA
Nice ??,NCA
Rabail over actor h pta ni ku rkha howa tha esy,NCA
So Cutee abiha Fatima  ????,NCA
Abiha??,NCA
Abeeha is physico,NCA
Hahahh,NCA
I love rabell and I support rabell,NCA
the way dania tackled the situation she was owsome like she was calm when everyone was fighting,NCA
Dania is whatever but she is too innocent cooperative and seriously shown her good respect about janemazz ?? loved her attitude,NCA
Khashaf uff iss nay kaan phar diya,NCA
Daniya is love ????,NCA
Rebal is very bad,NCA
Jo bat hai wo hai rabail bohot caring hai isliya muja achi lagti hai,NCA
I think rabel did wrong to daniya.,NCA
Rabail zehr lrki h,NCA
Babhia out,NCA
O sindhi maro achi bha,NCA
Rebail favourite player,NCA
Yrrr i become addicted  ???? rt 6 bjy tk jging 4 it????,NCA
??????????????????????????????,NCA
????????????,NCA
abiha is very discusting,NCA
Rabel bohut zyaada gaaliyaan deti hai,NCA
Rabil is best,NCA
Dinea I loveed,NCA
Good ammer hahah,NCA
Rail life,NCA
Yr ye yaha pr to sub funter log hain bdmash hain sub girls bhi??????,NCA
Best of luck mote,NCA
Abeeha,NCA
Abeeha,NCA
"Rabail bht smart bn rhy hy, sb ko ullu bnaya hua hy",NCA
Dania??????????,NCA
yaya ko abiha nahi nikalani chahiye thi,NCA
Uff allah asay logon se bachay,NCA
Agar yaya ki jaga par main hoti na kasam se abbeha ko champelein mar mar ke tamatar bana dena tha,NCA
Dania has a pure heart i just love her,NCA
??? ?? ?? ????? ??? ????,NCA
??????????????????????????????,NCA
WaQAr ZakA kiA hoRaHn Hn shOW Ma,NCA
Rabail jitna tum apni aap ko jitna smart sajhti ho na utna tum ho nahi......pitti ladki,NCA
Daniya aap bahut pyari hai,NCA
Rabel is a very bad girl,NCA
Dania is a best character in the show,NCA
Amir phattu hai aur kaat putli rabail kii,CA
Dania and yahya are the best,NCA
Amir churalna,NCA
Abiha churalni????????,NCA
Bilal kitna smart bna hua h ??,NCA
I just love the scene when yahya come and said ajao bacho daniya or rabail ka phada ho gia??????,NCA
Yaya,NCA
dont u think they promote bad ikhlaqi from this show,NCA
Rabail bad am meeeeeees,NCA
Kk,NCA
Mujhy to tars a RHA ha in sb pe????,NCA
Daniya is deserving ????,NCA
Rabail is soo caring????,NCA
Yar kashaf is a good person,NCA
Abiha bohat batameez hain,NCA
Rabail is so caring??,NCA
abiha over acter non sense,NCA
Hey mujhe rabial abhia amir bohat zahar lagte hain,CA
Mujy abhia amir rabal Bilal sab bhoot zahar Lagta Han,CA
Neeli wali actress bhi??,NCA
Hi,NCA
mujhe lagta h bulke sab ko lagta h k daina shall be victirious<br>i love the contestants dania and rubaisha<br>she is so cute,NCA
Rubail champion,NCA
abhia is in fire??????????,NCA
Waqarzaka very hard work champions is dengure stiution daniy abiha amir very difficult life,NCA
Kis kis ko abiha k rote waqt mirror me camera man dikha,NCA
Dania I like u very much hm apko finale tak dekhna chaste hai,NCA
Abiya bhut achi thi tum logo nay os ko bora kar diya,NCA
Sabse ghatiya ravel,NCA
Daniya ?? ??,NCA
Rabel bygarat hay,CA
Rabail,NCA
but rabel is so caring,NCA
"rabel, amir, abiha are showing thier family naground that their mom and dad are battamez",CA
I don&#39;t like rabeel,NCA
Dania you are good,NCA
Rabail bohut caring hai??,NCA
Rabial op is the,NCA
Rubaisha is the best,NCA
Abiha ap ko kya hoa,NCA
Ham Pakistani best baki sab west,NCA
Allah  Sab ko khosh rakhi,NCA
rabail isss soo caring yrrr,NCA
Rabile tum sy bara koi jahilk nehi phly Daniya ky Family py phnchi tu ab us ny tumhari family ky bary main kush kha tu khud ka hal daikho ................. idiot Rabaiul,NCA
rabail and amair and cutoo,NCA
Abiha matro<br> yaar,NCA
Or,NCA
Daniya or abeeha OE rabail,NCA
Yaya ap achaa song gate ho,NCA
Dandiya,NCA
Rabil is to good,NCA
abiha jo pagle h,NCA
Daniya,NCA
Daniya is cool and calm girl. Till now,NCA
Yaya ny sach kha hai rabil ko,NCA
M sirf rebel amir or coto ko like krti hooo,NCA
Aukat se bahar to rabail bhi gyi h,NCA
????larkion ke salah nahi devar hota year hai yah ya said,NCA
Amir wapis ayega,NCA
Amir leave Kar do,NCA
Amir ko hona hi Nahi chahiyai,NCA
Yaya kai saat aise kiu,NCA
Rabel and abeeha best,NCA
Chutiyah,CA
Sico lag rahi hai abiha looser,NCA
Koti abiya,CA
Hammad final Jeet ai ga,NCA
Pagl lrkiya apny raaz btati rhi aik dosry ko,NCA
Kasaf moti,NCA
Dania,NCA
Yeah yeah,NCA
Dania is best,NCA
Rabail<br> Hai,NCA
Amir both shoodian marta hai bad boy,NCA
Baki sab ko wapas le lo I miss alll??????????????,NCA
Baki sab ko wapas le lo I miss alll??????????????,NCA
Tbh i feel sorry for Abiha because no one is talking about how she feels all they talking about is how she can use her power against Rabal! Which is clearly not right !,NCA
Daniya or rabail ki frndship khtm ni honi chya tha,NCA
I like Rabail aapi ???? I love you so much,NCA
Dania and abiha is the best for final,NCA
balach abia,NCA
Are yu here to play or fight,NCA
daniya,NCA
It is very sad,NCA
I don&#39;t like abiha ??????????????,NCA
Yaar yai abihaa ko Kira uththa hai,NCA
kashaf or rubail dono badtameez hai or aukat se bahir hai rubail choty kapry pehn kar kehti hai achy khandan sy hoo,NCA
Rat m 3 bje ye show dekhti rhti hu I like your show .. I am Indian .,NCA
Best ... I am Indian ..... I like your show ...,NCA
I am also support to Abiha,NCA
Rabail deserve campion,NCA
Amir and abiha very good,NCA
Sasta big boss??????,NCA
Rabail tum na daniya ko q bola . Jo apny ma bap ke nai mari kia . To pbir tum heart hoe na  jab kashaf na bola tum apny bap ke nai ho dil duk ta ha na to aphir tum bhe apni zuban sambala karo.  jasa karo ge wasa baro ge,NCA
Kud bardashat nai hota rabail to jo tum bolti ho wo kis sa bardasht ho,NCA
Cutie also deserve,NCA
Daniya deserve chanpion,NCA
Ye kis city mey show hota hy?,NCA
Rabail you use wrong word for dania apologize him,NCA
Rabail tum to mujhe zada batameez lag rahi ho,NCA
?????????? ???? ????????,NCA
Daniya bht achi h yr??????,NCA
Yahya deserves to be a champion ??,NCA
Yaya like it gis KO acha laugh ta ha like mar day hi muchy nahi  like ko,NCA
Abihaaaaa???,NCA
I am supporting Daniyaa. I liked his daring and personality,NCA
Rabill,NCA
Toba,NCA
aabia ko bohat batames hay,NCA
Yare kitna larta ho,NCA
Abiha jahil,CA
Rabail???,NCA
DainYa is best girl parfome Champiyan is Daniya ??????,NCA
abhia is so bad girl and amir is also bad boy,NCA
aamir intehai ghatiya insaan hy.dania is best she is always right......,NCA
Danta deserve champion,NCA
Rabail bht hi double game khail rahi ha yaar..chalu ha...jeetny k liye sab ko ungli me charaya hoya ha...,NCA
Rabel is kutiya,NCA
daniya fully deserved this champions,NCA
i love you daniya,NCA
Dania,NCA
Rabail is very carrying,NCA
Abeeha is so irritating,NCA
Rabail??????????????????????????????????????????????????????????????????????????????????????????????????????,NCA
Amir jahil insaan larkio ko touch kr rha,CA
Amir pagle jhahle gavar hia,CA
Abiha and Daniya are best,CA
Yrr Amir bhut badtameez h lighter se kapre jala rha h badtameez admi or rabail badtameez aurat,CA
Yr mtlb ye kia h bnda social media zehni sakoon k liye use krta h sir faisal ka or sir daniah ka game show dekh kr pta chlta h waqai koi show h discipline ka kitna jhyal rkha jata h lkn yha to bchy trbiyat bhooly huwy hen,NCA
uff this kashaf  sooo annoying,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=976"">16:16</a> Exactly",CA
yrr dania ko salute sab se pyara seen ke [ jayenamaz ko hath mat lgana ],NCA
Abiha I like it,NCA
I Love Daniaaa,NCA
Abeeha is mentol,NCA
Abeeha is mentol,NCA
Daniya??Rabal??,NCA
Rabail you are right kashaf bhut burii h pory pakistan ko pata ha,NCA
Kashaf is not getting any rishta after all this baqwaaas and yelling ??????????????????????,CA
I like moti boht cute hai??,NCA
Amir is the purest sindhiii bndaaa I really like His way of talking bcz sindhiii here????,NCA
Kashaf nice,NCA
Jo bi hai sab Sy Aqalmand is ghr ma bilaal hai sab Sy bana Kar bi rakhi hoi isny aur bat krnay ki tameez bi hai isy,NCA
Abiha ko wasay sharam nahi hai,NCA
????,NCA
Abiha,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2895"">48:15</a> rabial was wrong ????????????????????",CA
Kis type ka show hai bigboss jaisa hai kya?,NCA
Dania ko show me hona cahiye,NCA
Kashaf rabel amir bilal very interesting persons amir ko bahir nai hona chaye  and yahya also interesting but little bit,NCA
t,NCA
Dania is best ??,NCA
Rabail welldone ??????,NCA
famous Mills of Pakistan<br>steel mill<br>fabric mill<br>tu mujhey show ke baad mill????????,NCA
Dania deserves to win ??,NCA
Hazar tharki = amir tharki and vulgar,NCA
Out abhi,NCA
rabail is best,NCA
Amir should be back !!,NCA
Amit is the best,NCA
We want abhiha back,NCA
Rizaq zaya nhi krty rabail ny bola tha pehly phr daniya ny lekin usko log appreciate nhi kr rahy,NCA
Hammad zeeshan balaaj or Rehan ko wapis lao plz,NCA
I think rabail is wrong,NCA
Wa kiya phda rha,NCA
Aur amir mujhe lagta hai k apne bahen se bhi dhandha karwa ta hoga,NCA
Serf Bilal,NCA
Rafay,NCA
I love also dania,NCA
Abiha or amir ko Bhar nikal Kar phanko,NCA
Abiha overacting,NCA
Abiha kuch sharam kar lo,NCA
Abiha ka ye roop Astagfruallah,NCA
Dania ko jeetana chahiye,NCA
Muja lag raha ha aik koi katal ho k jai ga,NCA
Abi han ke asliyat ab nazar aye kitni batameez han,NCA
Abhi bhi bhot batamiz hai,NCA
Rebal bhot bhot bhot zada batamiz,NCA
Pasy k gamand or camra ma any k shok,NCA
Gamadi orat rabal,CA
Ghaty orat rabal,CA
Rabal bhot batamz ha,NCA
Dania is good,NCA
Dania desrves 1 crore,NCA
Kashaf or Bilal ke jori Bhut Axhi Lagti mujhe imagine ak dosre se  cushecushe cushe Hahahah Lamori sub Girl&#39;s??????????,NCA
Abiha itny ziidd,NCA
LANTI sb,CA
Love u dania,NCA
Ye to international Zoo Lagta Hai??? ????????????,NCA
Abiha fatima,NCA
Daniyq,NCA
These girls got worst thinking as well as language wow their parents should be proud of them ??,NCA
You are so cute to,NCA
Rabel ? Nazar arahe he kitne ache khandan se he,NCA
"Abiha , kashaf buht batamiz han",NCA
Is lussii aamir ko nikal diya Sahi kiya bharwe k 7,CA
Ya abiha dogli ha,NCA
Rabail KO nikaldo game se ??????,NCA
Yaar plzz show is show you fight in faisal and in danish show is enough but don&#39;t fight in waqar show plzzzz i am tired and rabail you say to dania she is not bad feelerso plzz ignore all fights and stay good in all show plzz??????????,NCA
Bilal plz leave the show,NCA
Yahya,NCA
Aamir ki ghand  mar doun ga,CA
dania best ha,NCA
Thnk god usko samj a geya k aisa nai krte <br>Finally ek ho jo sabh thik ho jyega,NCA
Oh god  yeh log color ki bi bat kr rhe hai <br>Kali gori <br>Kya hai yeh sabh,NCA
Daniya is best,NCA
Yeh toh had hai <br>En logo ne bta diya k yeh paise k liye yeh kya kr sakte hai,NCA
Abiha bhut jhoothe hai aussne almare say kapde nikale aur phir Bolte hai ke Maine nhe nikale,NCA
Dania love she desver it,NCA
RABIYA I LOVE U 9667507664,NCA
Good,NCA
??? ???????? ??? ??? ??? ????? ??? ???? ??,NCA
Yr this is not fair with yahya abiha usse andar h nhi jne d rai thi,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=1146"">19:06</a> hahahahahaha ????????",NCA
Kashaf tu apni aukat me rehe,NCA
Worst show I have ever seen ????,NCA
Khudko real dekhao mat Karo copy...,NCA
Full on copy ????bb14. Bhae dekho apni real dekhao don&#39;t copy.,NCA
Best player is Rabail ??,NCA
I like dania ..??,NCA
?ts not champion. .its pary likhy jahil??????,NCA
Rabail daniya and abiha deserve,NCA
dania will win inshallah,NCA
Kashfa ko nikal do,NCA
Bilal ko nikal do,NCA
Ya ya is beast,NCA
Abiha win,NCA
Daniya??????,NCA
amir should the winner,NCA
Lozer lozer lozer,NCA
abiha should come back,NCA
rabail boht dogli kmini h,CA
rabail raj raj k kmini chwl hhhhh//////:/:/:/,NCA
Some people anyone&#39;s,NCA
Kashaf chural hai,CA
Amir siyal,NCA
I don&#39;t like the happit like amir and abria said,NCA
Danya k lye bht afsoos h...,NCA
Rabeel or Rubaisha really love u,NCA
DaniA IS A CHamp,NCA
Daniaa ko jetnaa chshyh,NCA
Headphones wale RIP kashaf ki awaz????????,NCA
"rabail , abeeha and daniya are the best",NCA
Wah re amir siyal waj g gaar dinays king losi behsa,NCA
Dania and abiha so cute both r my fvrt,NCA
Rabail thori zubaan ki taizh hai lekin dil ki bht achi hai,NCA
Bacvasa show,NCA
Daniya deserves to be a champion ??,NCA
Itne laraiyan,NCA
Yaaaaaaar  bilal kitne kam kar raha ha,NCA
Yahya ko nh Lana chaiye show ma bhen chot ko,NCA
Bilal,NCA
Uaua is very good and dania is also good,NCA
Rabail is very bad,NCA
Amir sayaal ky bolny ka style wah??????,NCA
Uff yaar yahya ka asli roop,NCA
Sabe 2 number ha,NCA
Ruble very fudhu,NCA
Amir pendu,NCA
Abiha please stopped it,NCA
Abiha good game,NCA
My eyes is full of tears when i see Daniya hugs abiya,NCA
Waqar bahi ne is episode mein 8 logon ki Zindagi kharab ki Allah in se pouchay ga,NCA
Danyia and Bilal is great ?,NCA
RaBail sooo bed ???? ??,NCA
rabail,NCA
Abeeha zehar lag ri hai??,NCA
Abiha is a good person she says Ap ja k dekhaen bathroom  she is a good girl. beauty with brain 1 like for her??????,NCA
Low budget big boss,NCA
Abiha achi he,NCA
Rabail  is batamiz,NCA
loved danY????,NCA
Ufff in sb k halaaaat dekh k lGriillaaaa koi Win ho hi ni skta????,NCA
Yr ye kaShaaaaaf Kia ha isko dekh k wahshaaat hori ha mjy nikaaalo isko yha se pta ni kha se uth k agai ha jahil,NCA
How camera moves in the room<br>I think it is scripted. <br>And camera man is there in room and moves the camera,NCA
mazak krnay kai baad rona nhi chahya abihya,NCA
Amir to badmashi bacche ke sath kar raha ha Kabhi pindi ana tujhe bataen,NCA
????????????????????????????????????,NCA
