Comments,Label
hahaha itne cameras lgy hn or phir esi harkat yahya,NCA
daniya amp bilal should win the show clearly,NCA
the only decent person in this show is dania,NCA
abiha is such weirdo she even take an l lamao,CA
rabail ka size dekho tande paani me kari ho nai sakte logu de larayu ki bate krti he madam,NCA
kashaf is funny af,NCA
home for peculiar people,NCA
bilal a cha ha,NCA
love you abiha,NCA
amir bahi buhat funny hai,NCA
siriusly daniya is real tom boy,NCA
abiha is so boring,NCA
rabil gooood,NCA
ghatiya log,CA
dania is a boy,NCA
daniya,NCA
yar rabail is actually so caringgussy me jldi aajati hai tu kya ha she is actually pure,NCA
laluuuuuu hahahahahhaah,NCA
allah pak aisy logo ko zuban dy hi na,NCA
ghatia show ghatia log or ghatia zuban,NCA
maa bap kya hoty ap logo ko pata hi nai,NCA
o lantio maa bap ko aam cheez bna dia,CA
daniya i wish that you and rabail wins this game brand i also love you daniya and ravail,NCA
rabail is caring,NCA
888 914 667,NCA
yaar amir daniya kko tu kuch khany do yaar,NCA
yaar amir super sahii jaa rhy ho a chutiya lodi,NCA
yahyah what type of attitudeabhiha doing good,NCA
yaar abiha ka yahya ke saath attitude bohat bura tha thoray hosh ke nakhun lo abiha,NCA
yr apny bh kiisi k bola jbh to wo apky maaa bap p gya personal najao apny q kha ma bap k nahoski meri kya hogi ajeeb majbori ki cheez hoti h,NCA
dania best,NCA
yahya acha hota abeha k samny e change kr laita,NCA
dania,NCA
ghatya hai ye tv show,CA
dania is so deserving of this game,NCA
madiha,NCA
dania is the best like for her,NCA
legends are watching in 2021,NCA
love you abiyaa,NCA
mere babu nu bukhar aa gaya,NCA
meri vali ko kyu bahar kya brbahar bahar darwaje par jake khadi ho jati h meri gudiya,NCA
rabial ko rehna chahye,NCA
show sirf rabail ka hai ku k rabail 2500 le kr sub k sath night spent krti hai,NCA
daniya ke liye ek like,NCA
good rabel,NCA
rabail is a well mannered girl,NCA
amir ko larkana me pakar ke maro,NCA
rabail bht backbiting krti hy,NCA
abiha overacting,NCA
abhiha just love your sudden change and the role u played after that,NCA
amir39s acting sensational,NCA
matlab kuch bhi,NCA
amir barway,CA
daniaaa,NCA
daniaaa sb sy achii hain baqi sari tw jaheel hain ksii ko bhi tameez nhii hain prhi likhi jaheel hain awara lrkiaa allah hidayat den amewn,CA
rabail izat ke laik hi nhi bht ghatia he,CA
rabal,NCA
kya show hai koi b mohalle ke logo ko laake show bana rahe,NCA
khud ma bab ka nm liya rubel jb usko bole to mirchi ho gai wao bhi kya chalak ladki he rubel,NCA
ye hai sasta big boss season 00000,NCA
rubel ka ti sakal hi fhaltu he bt to or v kharab hai,NCA
khud chila raha hai ladki ko bl rha he fir blta he ladki ko izzat krta hun,NCA
rabel,NCA
rabel best contestant,NCA
195 dilog is so funnyyy meri jan mera dil,NCA
ye show ni serf zlalat hy or es me harny walon k mazy jetny walon ki shamat had hy yar,NCA
sab k sab jahil or wqar sabsy bara jahil hy bigg bos ki copy kr rha hy or in 4 chotiyon ko sambhal ni sakta,CA
amir39s behavior is so bad,NCA
moti hr kisi sa ladai kar ti rahty hay,NCA
abeha bohtt achi lrki ha i like itt,NCA
abeha veri nice,NCA
mera dil to chah raha ha ke amir ko kheench ke chanta lagao,NCA
yahyah hai dramy baaz,NCA
nice,NCA
rabail is sooo mad,NCA
champions season 2,NCA
yaya saccha hai rubaisha dramebaaz pagli,NCA
me with my siblings,NCA
bilal milna,NCA
kashaf is amazing,NCA
mazay aya ha yar both,NCA
i salute to camera manbrhahahahahaa,NCA
abiha is very bad girl,NCA
my name is daniya,NCA
i like you rabail,NCA
q kebte hain log rabail bori hai rabail tu bohut achi hai or khubsurat bhi hai,NCA
dania ka sath galta kiyaa yrr please uska sath asa mat karo,NCA
ye muslims hn,NCA
rabail is best,NCA
rebal ne tattoo karwaya hua wo namaz nhii parh sakhti,NCA
43 56 pe kum se kum camera man ko to hide kar lete baki sab badia show mast hai,NCA
dania is best and rabail is deserving like a queen,NCA
a chutiya lodi dakho,NCA
mera to dykh k sr ko dard ho raha tha,NCA
amir siyal tum kaha sa ai battamiz,NCA
of yaya itna battamiz rabil ko nokar bana liya,NCA
dania is so amazing love you yarkash ap winer hote mere hesab se aphi winner hain,NCA
good amir abiha,NCA
i think daniya and abiha are friends,NCA
i like daniya abiha rabail and rubaisha,NCA
amir zindabad jiyo larkana waroooo,NCA
rebel sacchi hai,NCA
yaya ko allah tabaaaa karey,NCA
rabail and amir sham on you,NCA
amir,NCA
i love kashif i39m tok tok i39d yaseen khokhar 229riplai please please,NCA
daniya is very strong girl mujy to wo bohat achi lgti h ap hi jeet gi daniya,NCA
daniya bra big salute to you,NCA
yaya ko bhar nikal do,NCA
sir nikaalo inko,NCA
look like rowdies,NCA
just wanted to say thatbrbrbrbrbrrip headphone users,NCA
rabail,NCA
kashaf mote is shoo ki sab say jahil larkin the waqar ki salakshan b ll hay,CA
bilal sirf dekh raha hai,NCA
35 kg ki kashaf hai,NCA
daniya sub sa tameez ki ha,NCA
is this a pakistani version of big boss,NCA
bilal kisi ko kuch nahi kehta,NCA
yaar kashaf ko dekho sand moti laugh kese karti hai,NCA
mashallah amir ye umeed nahi thi,NCA
pehle sirf larai ki ab maar pitai,NCA
game show acha hai,NCA
kya ghatiya show hai,NCA
ye rabail sb sy bari chenal ort lag this hy,NCA
like you ayer rabil,NCA
rabail over actor h pta ni ku rkha howa tha esy,NCA
so cutee abiha fatima,NCA
abiha,NCA
abeeha is physico,NCA
hahahh,NCA
i love rabell and i support rabell,NCA
the way dania tackled the situation she was owsome like she was calm when everyone was fighting,NCA
dania is whatever but she is too innocent cooperative and seriously shown her good respect about janemazz loved her attitude,NCA
khashaf uff iss nay kaan phar diya,NCA
daniya is love,NCA
rebal is very bad,NCA
jo bat hai wo hai rabail bohot caring hai isliya muja achi lagti hai,NCA
i think rabel did wrong to daniya,NCA
rabail zehr lrki h,NCA
babhia out,NCA
o sindhi maro achi bha,NCA
rebail favourite player,NCA
yrrr i become addicted rt 6 bjy tk jging 4 it,NCA
abiha is very discusting,NCA
rabel bohut zyaada gaaliyaan deti hai,NCA
rabil is best,NCA
dinea i loveed,NCA
good ammer hahah,NCA
rail life,NCA
yr ye yaha pr to sub funter log hain bdmash hain sub girls bhi,NCA
best of luck mote,NCA
abeeha,NCA
rabail bht smart bn rhy hy sb ko ullu bnaya hua hy,NCA
dania,NCA
yaya ko abiha nahi nikalani chahiye thi,NCA
uff allah asay logon se bachay,NCA
agar yaya ki jaga par main hoti na kasam se abbeha ko champelein mar mar ke tamatar bana dena tha,NCA
dania has a pure heart i just love her,NCA
waqar zaka kia horahn hn show ma,NCA
rabail jitna tum apni aap ko jitna smart sajhti ho na utna tum ho nahipitti ladki,NCA
daniya aap bahut pyari hai,NCA
rabel is a very bad girl,NCA
dania is a best character in the show,NCA
amir phattu hai aur kaat putli rabail kii,CA
dania and yahya are the best,NCA
amir churalna,NCA
abiha churalni,NCA
bilal kitna smart bna hua h,NCA
i just love the scene when yahya come and said ajao bacho daniya or rabail ka phada ho gia,NCA
dont u think they promote bad ikhlaqi from this show,NCA
rabail bad am meeeeeees,NCA
mujhy to tars a rha ha in sb pe,NCA
daniya is deserving,NCA
rabail is soo caring,NCA
yar kashaf is a good person,NCA
abiha bohat batameez hain,NCA
rabail is so caring,NCA
abiha over acter non sense,NCA
hey mujhe rabial abhia amir bohat zahar lagte hain,CA
mujy abhia amir rabal bilal sab bhoot zahar lagta han,CA
neeli wali actress bhi,NCA
mujhe lagta h bulke sab ko lagta h k daina shall be victiriousbri love the contestants dania and rubaishabrshe is so cute,NCA
rubail champion,NCA
abhia is in fire,NCA
waqarzaka very hard work champions is dengure stiution daniy abiha amir very difficult life,NCA
kis kis ko abiha k rote waqt mirror me camera man dikha,NCA
dania i like u very much hm apko finale tak dekhna chaste hai,NCA
abiya bhut achi thi tum logo nay os ko bora kar diya,NCA
sabse ghatiya ravel,NCA
daniya,NCA
rabel bygarat hay,CA
but rabel is so caring,NCA
rabel amir abiha are showing thier family naground that their mom and dad are battamez,CA
i don39t like rabeel,NCA
dania you are good,NCA
rabail bohut caring hai,NCA
rabial op is the,NCA
rubaisha is the best,NCA
abiha ap ko kya hoa,NCA
ham pakistani best baki sab west,NCA
allah sab ko khosh rakhi,NCA
rabail isss soo caring yrrr,NCA
rabile tum sy bara koi jahilk nehi phly daniya ky family py phnchi tu ab us ny tumhari family ky bary main kush kha tu khud ka hal daikho idiot rabaiul,NCA
rabail and amair and cutoo,NCA
abiha matrobr yaar,NCA
daniya or abeeha oe rabail,NCA
yaya ap achaa song gate ho,NCA
dandiya,NCA
rabil is to good,NCA
abiha jo pagle h,NCA
daniya is cool and calm girl till now,NCA
yaya ny sach kha hai rabil ko,NCA
m sirf rebel amir or coto ko like krti hooo,NCA
aukat se bahar to rabail bhi gyi h,NCA
larkion ke salah nahi devar hota year hai yah ya said,NCA
amir wapis ayega,NCA
amir leave kar do,NCA
amir ko hona hi nahi chahiyai,NCA
yaya kai saat aise kiu,NCA
rabel and abeeha best,NCA
chutiyah,CA
sico lag rahi hai abiha looser,NCA
koti abiya,CA
hammad final jeet ai ga,NCA
pagl lrkiya apny raaz btati rhi aik dosry ko,NCA
kasaf moti,NCA
yeah yeah,NCA
rabailbr hai,NCA
amir both shoodian marta hai bad boy,NCA
baki sab ko wapas le lo i miss alll,NCA
tbh i feel sorry for abiha because no one is talking about how she feels all they talking about is how she can use her power against rabal which is clearly not right,NCA
daniya or rabail ki frndship khtm ni honi chya tha,NCA
i like rabail aapi i love you so much,NCA
dania and abiha is the best for final,NCA
balach abia,NCA
are yu here to play or fight,NCA
daniya,NCA
it is very sad,NCA
i don39t like abiha,NCA
yaar yai abihaa ko kira uththa hai,NCA
kashaf or rubail dono badtameez hai or aukat se bahir hai rubail choty kapry pehn kar kehti hai achy khandan sy hoo,NCA
rat m 3 bje ye show dekhti rhti hu i like your show i am indian,NCA
best i am indian i like your show,NCA
i am also support to abiha,NCA
rabail deserve campion,NCA
amir and abiha very good,NCA
sasta big boss,NCA
kud bardashat nai hota rabail to jo tum bolti ho wo kis sa bardasht ho,NCA
cutie also deserve,NCA
daniya deserve chanpion,NCA
ye kis city mey show hota hy,NCA
rabail you use wrong word for dania apologize him,NCA
rabail tum to mujhe zada batameez lag rahi ho,NCA
daniya bht achi h yr,NCA
yahya deserves to be a champion,NCA
yaya like it gis ko acha laugh ta ha like mar day hi muchy nahi like ko,NCA
abihaaaaa,NCA
i am supporting daniyaa i liked his daring and personality,NCA
rabill,NCA
toba,NCA
aabia ko bohat batames hay,NCA
yare kitna larta ho,NCA
abiha jahil,CA
rabail,NCA
dainya is best girl parfome champiyan is daniya,NCA
abhia is so bad girl and amir is also bad boy,NCA
aamir intehai ghatiya insaan hydania is best she is always right,NCA
danta deserve champion,NCA
rabail bht hi double game khail rahi ha yaarchalu hajeetny k liye sab ko ungli me charaya hoya ha,NCA
rabel is kutiya,NCA
daniya fully deserved this champions,NCA
i love you daniya,NCA
rabail is very carrying,NCA
abeeha is so irritating,NCA
rabail,NCA
amir jahil insaan larkio ko touch kr rha,CA
amir pagle jhahle gavar hia,CA
abiha and daniya are best,CA
yrr amir bhut badtameez h lighter se kapre jala rha h badtameez admi or rabail badtameez aurat,CA
uff this kashaf sooo annoying,NCA
a chutiya lodi exactly,CA
yrr dania ko salute sab se pyara seen ke jayenamaz ko hath mat lgana,NCA
abiha i like it,NCA
i love daniaaa,NCA
abeeha is mentol,NCA
daniyarabal,NCA
rabail you are right kashaf bhut burii h pory pakistan ko pata ha,NCA
kashaf is not getting any rishta after all this baqwaaas and yelling,CA
i like moti boht cute hai,NCA
amir is the purest sindhiii bndaaa i really like his way of talking bcz sindhiii here,NCA
kashaf nice,NCA
jo bi hai sab sy aqalmand is ghr ma bilaal hai sab sy bana kar bi rakhi hoi isny aur bat krnay ki tameez bi hai isy,NCA
abiha ko wasay sharam nahi hai,NCA
abiha,NCA
a chutiya lodi rabial was wrong,CA
kis type ka show hai bigboss jaisa hai kya,NCA
dania ko show me hona cahiye,NCA
kashaf rabel amir bilal very interesting persons amir ko bahir nai hona chaye and yahya also interesting but little bit,NCA
dania is best,NCA
rabail welldone,NCA
famous mills of pakistanbrsteel millbrfabric millbrtu mujhey show ke baad mill,NCA
dania deserves to win,NCA
hazar tharki amir tharki and vulgar,NCA
out abhi,NCA
amir should be back,NCA
amit is the best,NCA
we want abhiha back,NCA
rizaq zaya nhi krty rabail ny bola tha pehly phr daniya ny lekin usko log appreciate nhi kr rahy,NCA
hammad zeeshan balaaj or rehan ko wapis lao plz,NCA
i think rabail is wrong,NCA
wa kiya phda rha,NCA
aur amir mujhe lagta hai k apne bahen se bhi dhandha karwa ta hoga,NCA
serf bilal,NCA
rafay,NCA
i love also dania,NCA
abiha or amir ko bhar nikal kar phanko,NCA
abiha kuch sharam kar lo,NCA
abiha ka ye roop astagfruallah,NCA
dania ko jeetana chahiye,NCA
muja lag raha ha aik koi katal ho k jai ga,NCA
abi han ke asliyat ab nazar aye kitni batameez han,NCA
abhi bhi bhot batamiz hai,NCA
rebal bhot bhot bhot zada batamiz,NCA
pasy k gamand or camra ma any k shok,NCA
gamadi orat rabal,CA
ghaty orat rabal,CA
rabal bhot batamz ha,NCA
dania is good,NCA
dania desrves 1 crore,NCA
kashaf or bilal ke jori bhut axhi lagti mujhe imagine ak dosre se cushecushe cushe hahahah lamori sub girl39s,NCA
abiha itny ziidd,NCA
lanti sb,CA
love u dania,NCA
ye to international zoo lagta hai,NCA
abiha fatima,NCA
daniyq,NCA
these girls got worst thinking as well as language wow their parents should be proud of them,NCA
you are so cute to,NCA
rabel nazar arahe he kitne ache khandan se he,NCA
abiha kashaf buht batamiz han,NCA
is lussii aamir ko nikal diya sahi kiya bharwe k 7,CA
ya abiha dogli ha,NCA
rabail ko nikaldo game se,NCA
bilal plz leave the show,NCA
yahya,NCA
aamir ki ghand mar doun ga,CA
dania best ha,NCA
thnk god usko samj a geya k aisa nai krte brfinally ek ho jo sabh thik ho jyega,NCA
oh god yeh log color ki bi bat kr rhe hai brkali gori brkya hai yeh sabh,NCA
daniya is best,NCA
yeh toh had hai bren logo ne bta diya k yeh paise k liye yeh kya kr sakte hai,NCA
abiha bhut jhoothe hai aussne almare say kapde nikale aur phir bolte hai ke maine nhe nikale,NCA
dania love she desver it,NCA
rabiya i love u 9667507664,NCA
yr this is not fair with yahya abiha usse andar h nhi jne d rai thi,NCA
a chutiya lodi hahahahahaha,NCA
kashaf tu apni aukat me rehe,NCA
worst show i have ever seen,NCA
khudko real dekhao mat karo copy,NCA
full on copy bb14 bhae dekho apni real dekhao don39t copy,NCA
best player is rabail,NCA
i like dania,NCA
ts not champion its pary likhy jahil,NCA
rabail daniya and abiha deserve,NCA
dania will win inshallah,NCA
kashfa ko nikal do,NCA
bilal ko nikal do,NCA
ya ya is beast,NCA
abiha win,NCA
daniya,NCA
amir should the winner,NCA
lozer lozer lozer,NCA
abiha should come back,NCA
rabail boht dogli kmini h,CA
rabail raj raj k kmini chwl hhhhh,NCA
some people anyone39s,NCA
kashaf chural hai,CA
amir siyal,NCA
i don39t like the happit like amir and abria said,NCA
danya k lye bht afsoos h,NCA
rabeel or rubaisha really love u,NCA
dania is a champ,NCA
daniaa ko jetnaa chshyh,NCA
headphones wale rip kashaf ki awaz,NCA
rabail abeeha and daniya are the best,NCA
wah re amir siyal waj g gaar dinays king losi behsa,NCA
dania and abiha so cute both r my fvrt,NCA
rabail thori zubaan ki taizh hai lekin dil ki bht achi hai,NCA
bacvasa show,NCA
daniya deserves to be a champion,NCA
itne laraiyan,NCA
yaaaaaaar bilal kitne kam kar raha ha,NCA
yahya ko nh lana chaiye show ma bhen chot ko,NCA
bilal,NCA
uaua is very good and dania is also good,NCA
rabail is very bad,NCA
amir sayaal ky bolny ka style wah,NCA
uff yaar yahya ka asli roop,NCA
sabe 2 number ha,NCA
ruble very fudhu,NCA
amir pendu,NCA
abiha please stopped it,NCA
abiha good game,NCA
my eyes is full of tears when i see daniya hugs abiya,NCA
waqar bahi ne is episode mein 8 logon ki zindagi kharab ki allah in se pouchay ga,NCA
danyia and bilal is great,NCA
rabail sooo bed,NCA
rabail,NCA
abeeha zehar lag ri hai,NCA
abiha is a good person she says ap ja k dekhaen bathroom she is a good girl beauty with brain 1 like for her,NCA
low budget big boss,NCA
abiha achi he,NCA
rabail is batamiz,NCA
loved dany,NCA
ufff in sb k halaaaat dekh k lgriillaaaa koi win ho hi ni skta,NCA
yr ye kashaaaaaf kia ha isko dekh k wahshaaat hori ha mjy nikaaalo isko yha se pta ni kha se uth k agai ha jahil,NCA
how camera moves in the roombri think it is scripted brand camera man is there in room and moves the camera,NCA
mazak krnay kai baad rona nhi chahya abihya,NCA
amir to badmashi bacche ke sath kar raha ha kabhi pindi ana tujhe bataen,NCA
rabel and abiha,NCA
mera lora,CA
kashf pehle gaali deti hai phir phat jaati hai oski,NCA
ma achy khandan sy hu ma apny maa bap ki izat nai bych skti byta ap na apny maa bap ki izat choro hi kidr ha wasy ho achi player mza ata ha dykh k,NCA
worst contestant amir ladkana me sub aise hi hai kya khana waste krra hai uprse khana chhiz rha hai kuch zada hi hai ye 3rd class ldka,NCA
rabail,NCA
wallah sab khote ne,NCA
abeeha khoosra zayida show ma a gaii khoosra na ho too kahi ki bandri powar kya mill gai auqat sa bahar a gaii ha,CA
vary nice aqr hazara ki awaz ma koi mare st maiay kahh saky challenge,NCA
yar as show main bilal ki koi sun nahi raha sab ase dakel raha hai,NCA
abhiha is loyal,NCA
rabail is looser,NCA
daian is too good she is kind heart,NCA
bigboss i liked rabail ko nikalo,NCA
abiha glt k sth glt hi kro lkn jo apke sth uska khayal krin jasa apki frind,NCA
with bad acting,NCA
bilal is soo innocent boy,NCA
yahyaa is too funny,NCA
buhat zyada enjoy kr rha ho,NCA
yaar amazing yaar by swear,NCA
ek to ye tunda he shetan he ise bair hona chaye tha,NCA
larkar ko parmot kar day dis na chapal mare ha,NCA
dania is so nice,NCA
kitna badtameez hai amir,CA
rabaail is very bad girl alha mff kryy,NCA
abiha over hogaiii ha laudi,CA
rabail is good,NCA
amir or abiha good ho gaya,NCA
rabail is deserving,NCA
rabail ko final ma bajho,NCA
i just love that loosershe is so cute and so pretty,NCA
rabail come back,NCA
song sare indian e hunde ehna de,NCA
yahya and daniya had to suffer a lot only because they won the task,NCA
rabail amir mujhe lagta hai ke in dono ka chakkar chal raha hai,NCA
rabail come back to the house,NCA
rabail just ruined the perfect friendship power to dania,NCA
abiha ko show me rehna chaye i am supporting her,NCA
i jst like abeeha,NCA
dania and rubaisha,NCA
abeeha ap ko to wasay hi tameez nahi nahi hai,NCA
rabail zehr bandii hy daniya bechari ko rula diya is do takay ki lrki ny,NCA
what kashaf not know surah falaq,NCA
please not do with bilal,NCA
kashyap you are very very funny,NCA
you are very funny,NCA
y lar q rahy h,NCA
is program ko bnd krwana cahaey,NCA
dania,NCA
dania is a very love one and i love dania,NCA
only one person is lovely in the champion is dania,NCA
dafa ho bilal ghalti sa is show maagaya trp kahan sa tu cuteeo ha bheans kala kahwa,NCA
rabail ko niklo gashti ko,NCA
teri shaqal say nhi lag rha tu khandanii hy saliii,NCA
rabeel gashtii hy 1 number kiii,NCA
dania ko jeetna chahye,NCA
rabeel ko nikalo show say,NCA
rabeel dogliiiiiii,CA
rabil doglii hai,NCA
rabil bewaqoof hy,NCA
aabiha beqar hy,NCA
abiha must be back,NCA
amir k bachy love you yar kya acting ki ha to ny,NCA
yahyaa ko nikalo,NCA
jahalat hai ik number ki,CA
bilala hahahhahah,NCA
rabail like bani in bigg boss 9 wah kya bat hai,NCA
yi kaha,NCA
abhiya so good band baja ke rakhi hoi he very interesting,NCA
mote ko kyu pel rahe ho be xd vo toh genuine bnda hei,NCA
rubaisha is diserve title,NCA
my fevret daniya,NCA
abiha chimkandni,NCA
yayah mjhy inocent lga but ye bht ajeeb tareqe se bt kr rha h etni over avting achi nh lgti,NCA
abiha is the best,NCA
raabail sbtuu fuduuu,NCA
amir is so funny,NCA
bigboss khatro k khiladi mixture,NCA
lub u yr both abiha daniya,NCA
abiha and daniya best,NCA
so funny,NCA
jaab rabail neh rubaisha ko ganji ganji kaha muje bht hasi ai thi rabail ki awaz kese hai,NCA
abiya,NCA
dania salute yrrbrjis jis ko dania deserving lagti hai like karo,NCA
abiha is the worst character braukat dekhai apni usny,NCA
ye big boss season 20 ha,NCA
yaa allah raham farma aisy musalmanu prrr im from kashmir kashmir loves pakistan,NCA
is video main bilal bohat papu lag rahi,NCA
ye kya chutiyaap hai camera man bhi hai kya yahan koi,CA
behen gyi bhar me,NCA
itna jhagra,NCA
waqar bhi bilal cuttuo ko mara wote,NCA
dania is my favorite,NCA
rabial is soo amazing she is soo cute and fabulous,NCA
abiha and rabell bagerat,CA
abiha bagerat,CA
or daniya i like this dania quotjayenamaz ko hath mt laganaquot good,NCA
abiha ko nahi jana chahiye tha,NCA
achy khandan ki koi bat to nhi hia ap me,NCA
ortoon ke kapry mard kun utha rha hia,NCA
i are best,NCA
i love you,NCA
balaj ko final khelna chaiye,NCA
abiha is best,NCA
why you fight all the time,NCA
abiha you rock,NCA
tim paypal ho,NCA
yaya ko nokalo,NCA
daniya is a nice girl,NCA
aslamalekum mai har video dekhta hu bahut achha lagta hai or mera bhi man karta hai waha aane ka par ye meri bad kismat mai waha nahi aasakta,NCA
bhodivale,NCA
bahut acchi fight karti ho,NCA
abiha bilkul sahi kar rhi h,NCA
daniya best player hair us ko show se nahi jana chahiye,NCA
abiha or amir acha nhi kr rhe,NCA
amir sayal is best,NCA
rabel sab sa gatya ha,NCA
aye ho meri zindagi mae tum bukhar bnkay,NCA
assalam u alaikum allbryar miss hgya mjse ye showbrkhair amir love u brover all show sahi tha but ma bab p nhi jana chahiye tha kisi ko,NCA
rabail gud h yr sb k liye fit h jo ghlt h us k sath us ko udr hi suna detii bghr dr k,NCA
rabel ne bola kasab ne mere baap gayi mai show quit karungi but usne bhi to bola taha kisko jo apne baap ki nagi huwai tu meri kay hogi,NCA
kuch bhi deta hai waqar ae kaounsa task hai,NCA
yuhyah ne koi bharam nhi dikhayaarabail abiha k samny yahyah se larhitaaky abiha khush honjaye,NCA
sab chutiye is show mein,NCA
i love abiha,NCA
ya ya 6aka hai kya,NCA
big boss sa bday to ya habrbrbrbragreeelike,NCA
abya has proved she has mind problem,NCA
i took too much laugh seriously,NCA
i39m watching this episode just because of fabia,NCA
fabia you39re so cute funny as well,NCA
good abuja and amir,NCA
gandmra showbrbrsare show balo ki ma ka bhosda brbrwakar jaka gandmra uski ma ka bhosda br,NCA
wakar jaka ki ma ka bhosdabr,CA
sabse faltu game hai,NCA
wonderful make a day,NCA
daniya i love it rabail n galt kiya,NCA
rabel ko bahut jald show se nikalo wo show ke layeq nahi hai,NCA
rabel apne aapko kuch jyada hi achhi samajhti hai lekin aisi nahi hai wo kisi ki ma bap pe jae to ras lila koi agar uski ma bap pe jaye to creacter dhila,NCA
rabeal kisi ki nahi hai,NCA
abeeea,NCA
grand finalyyyyy kabbbb hogaaaaaa,NCA
i fell really bad for abiha she is very sweet and soft hearted bechari un chalak lrkiyo my pas gahi,NCA
ye begairti kar rahe hai,CA
aamir is the biggest badtameed person,NCA
what a bad language,NCA
i might be wrong but i feel its scripted,NCA
mujay to bas dania achi lagti ha,NCA
janmaj fekakay musalmaan ke naam pe kalank,NCA
yehya is great i love his braveness,NCA
bahot bara adme hai ye,NCA
how rough these girls are,NCA
rabel tu phly apna brazer to chupa ly bd ma kashaf ko mari ok,NCA
rabel ki jaisi shakal waisy kam gashti,NCA
rabil is amazing person and jo b ha mo par ha hor mashallah fight keya karte ha i can39t control my laughing,NCA
abeeha aur rabel sy upr koi kuttyapa kr hi ni skta pta ni kaha sy pakar k ly ay o en kutiyu ko,NCA
abeeha is so sweet,NCA
dania and rabail,NCA
ye larkiyan hhm b tto larkiyan h kitna distance h in m or hm m,NCA
rabel big boss me try krna chahiye,NCA
rabail cheats daniel,NCA
love you daniya didi sooooo mich,NCA
i love dania because she is decent,NCA
abiha is very over acter,NCA
daniya is great and best,NCA
please abiha khod ko taklef mat do ma bhe ak larke ho aur mujhe ap or rahbeel ko theakh kar himat milte ha you,NCA
rabail gashtiii rendiii,NCA
rahbeel is too right vo sab theak kahte ha,NCA
jahil kutoon ki trahn larr rahe hain,CA
sharam kro abiha larko k kapro ko paun nhi lagatay,NCA
behnchodo ek disable ladke nai qaulifai kiya to hajam nahi ho rahi baat,CA
dania salute yrr kasamse,NCA
ye show lanati show hai,NCA
is show ka nam begarti hona chahiye,CA
dania you are too good n humble,NCA
dania you are too good,NCA
dania game khelo unlogo kye bhkaye mat awo,NCA
dania good waye to game,NCA
lite version of big boss,NCA
i love just the way when dania say janymaz ko hat mat lagao and rizk zaya ho jai ga,NCA
big boos lite,NCA
syco families k syco kids ko syco work krny k liye pagalkhaney men chodiya hai,NCA
big bos light so funny nd interesting,NCA
i love rabail saikh,NCA
note that time haha and watch 12 16,NCA
dania deserves,NCA
badi hi achi harkat ki ha ap na,NCA
rabail is best winner,NCA
rabail is a donkey,NCA
in whole show yaya just show his hair seriously banda dekhata kuch or he kuch or,NCA
abiha fatima rocked,NCA
rabail bhi danya k maa baap pe gaeor jab kashaf ne nam leya to rabail aapy se bahirrr kun ho gae,NCA
daniya champion banay hit like,NCA
yar dania or rabiel muja bht pasand ay or last ma abiha b,NCA
mean amir and abiha,NCA
mny abhii show dekha i am big big fan of haris and abiha,NCA
bilal ko champion banna chahiye,NCA
chup kar moti,NCA
yar dania sb sy best hai yrlove for dania,NCA
yahya bilkul sahiiii hain ap please raibal ko nikale,NCA
rabail is very sweet for abiha,NCA
rabel achhe khaandan ki kaise oukaat to aise hi dikha rhi apne r hone kaa apne baap k bare me sun ke bhi acting ki jaa rhi,NCA
rabel sach me apne baap ki nhi hai,NCA
girls like abiha are lifetime witch one more that ugly injection girl,NCA
kashaf ki awaz boht bori ha,NCA
v good abhia,NCA
just love the way when daniya said quot jaynamaz ko hth mt lgaiquot,NCA
abiha sachi hai,NCA
daniya u r very nice,NCA
abiha me himmat nhi thi k rabail pe phekyyyyyphatttoooo kahin ki,NCA
kash is show me me hoti rabail ko dandaa dena phir mera kam hota,NCA
yayah is cool dealing with enjoy yayah that39s good,NCA
dania should be not appericiated because it not good for a girl to speak so loud and she is ill manered,NCA
every one looking like 1 number ka jahil,NCA
rabail is osm,NCA
bhoht buri baat hai,NCA
nam dehck or kam dehck abhia apne,NCA
abiha hor amir bohat manoos hain,NCA
amir is very bad man,NCA
amir and abiha are being too much over,NCA
binod,NCA
dania is best i think,NCA
lareb is a nice girl,NCA
i realy heat u waqar zaka,NCA
abiha fatima gussy m kinti cute lg rahi ho tm ummmmahhhh,NCA
i love dania nd dania is too good i love you again dania,NCA
rabail gasti,CA
rabail should be the winner,NCA
aap ke khuladion ke ander zra si bhi respect nahi h san ke sab padhe likhe jahil hain,NCA
be sharm log,CA
jiyo amir sindhi,NCA
was a an ko asy nahe karma nahe ghay,NCA
i have learned almost all abuses from this show very bad,NCA
rabil cute,NCA
jahil bi waqar us ka show bi waqar or yh sb bi bikar fzol gahtiya show,CA
abiha and dania deserves to be the winner,NCA
want abiha to be the winner,NCA
sary bewaqof xb mil k en 2no tang kr skty ty,NCA
a chutiya lodi abiha,CA
abiha amir soo nice from alyan,NCA
rebel bhutttt tezz hai bhuut,NCA
abiha or amir na both acha kya in ka sat,NCA
dania and bilal are deserving,NCA
amir ki asliyt yaha ky jaiynamaz nichy pankha tooba ha yr,NCA
world nbr 1 show great love from makboza kashmir,NCA
amirsialpagal,NCA
i love dania you are muslim and so good and you are super sweet dani only,NCA
only dania is best i love dania you are super,NCA
